ell Cl Dl
1589 2.192005731030782691e-03 8.814198736393071840e+02
1590 2.147201452742341071e-03 8.644905056008914244e+02
1591 2.133786407882206238e-03 8.601700542445811379e+02
1592 2.150456923250449424e-03 8.679800000039955421e+02
1593 2.191826766850182330e-03 8.857893426683738198e+02
1594 2.174870031106056287e-03 8.800400661216607432e+02
1595 2.274557830026150210e-03 9.215325698980969946e+02
1596 2.196983241617065340e-03 8.912194971607615344e+02
1597 2.171056379225760804e-03 8.818057458517762370e+02
1598 2.170869719240183220e-03 8.828341640670013248e+02
1599 2.040621096577438596e-03 8.309041924194357307e+02
1600 2.098366828429087862e-03 8.554859048263174373e+02
1601 2.096698860960327475e-03 8.558743963581570142e+02
1602 2.070944892464136790e-03 8.464176447955991307e+02
1603 2.077889036410216286e-03 8.503160361960783575e+02
1604 2.116718911584589569e-03 8.672867715893781906e+02
1605 2.080459985083995492e-03 8.534932218574440412e+02
1606 2.145698855620584503e-03 8.813538762910245623e+02
1607 2.150441596685566739e-03 8.844019774835031740e+02
1608 2.143710442598349090e-03 8.827309291522363992e+02
1609 2.045794243884156878e-03 8.434590532900219841e+02
1610 2.076035150823820393e-03 8.569909795419229113e+02
1611 2.073048781525566996e-03 8.568212546832147609e+02
1612 2.145797065563643559e-03 8.879902218437356396e+02
1613 2.119262013787337386e-03 8.780973837701922093e+02
1614 1.979739086873741165e-03 8.213043940211880454e+02
1615 2.070538417960501518e-03 8.600373410211733471e+02
1616 2.071666875601222823e-03 8.615717094600585142e+02
1617 2.033152040336791075e-03 8.466005094529277812e+02
1618 2.002697303421016942e-03 8.349506568910991291e+02
1619 2.046111390658222548e-03 8.541050073851000661e+02
1620 2.015401452660995490e-03 8.423250730277335379e+02
1621 2.065948621456272470e-03 8.645169510026208854e+02
1622 2.035270750947776666e-03 8.527302954716737986e+02
1623 2.086514296117748628e-03 8.752780572517594919e+02
1624 2.014405327092090754e-03 8.460701695558133224e+02
1625 2.069286735241439388e-03 8.701912499610795066e+02
1626 2.112178182366173957e-03 8.893214719325749229e+02
1627 2.097937467995704061e-03 8.844119955572083427e+02
1628 2.015778469515749384e-03 8.508214272128591347e+02
1629 1.994795790552712864e-03 8.429993959796976242e+02
1630 2.123373305880569585e-03 8.984378717005621411e+02
1631 1.940015756365593650e-03 8.218631422930100143e+02
1632 2.032990711019769681e-03 8.623069076375156783e+02
1633 2.006789206872754746e-03 8.522364896579474589e+02
1634 2.052029320986618281e-03 8.725162072476732646e+02
1635 1.967009297393568137e-03 8.373896729122485567e+02
1636 1.944808586189604362e-03 8.289512172428864005e+02
1637 2.050364886161519431e-03 8.750117080998061283e+02
1638 2.044252252432952888e-03 8.734689424637945194e+02
1639 2.054262150966137002e-03 8.788177049308715141e+02
1640 2.036639594475470397e-03 8.723419212183843001e+02
1641 1.973010928840417642e-03 8.461188225542475720e+02
1642 1.989322920672481360e-03 8.541539122195349591e+02
1643 2.047922541868470430e-03 8.803858113399559215e+02
1644 2.080239879709425317e-03 8.953673735295071765e+02
1645 2.062049912324886471e-03 8.886178607090923833e+02
1646 2.042950641408799745e-03 8.814576183844810657e+02
1647 2.024391653718089160e-03 8.745114020711143894e+02
1648 1.997627555824954722e-03 8.639975576375366018e+02
1649 1.995401320499702244e-03 8.640820567042425182e+02
1650 1.965215212562138655e-03 8.520425165853117733e+02
1651 2.063415804726696171e-03 8.957029417869723602e+02
1652 2.011215178825763016e-03 8.741008976122100194e+02
1653 2.064407684155603571e-03 8.983052903609857367e+02
1654 1.995874623208865068e-03 8.695346468757418279e+02
1655 1.957214206686155693e-03 8.537226851882337542e+02
1656 2.037708021409812779e-03 8.899076241942420893e+02
1657 2.057808073069231167e-03 8.997710857789843431e+02
1658 2.006290374504035839e-03 8.783039450059162618e+02
1659 1.990177162941899648e-03 8.723009473951780137e+02
1660 2.095525154745014537e-03 9.195825693012772035e+02
1661 1.961245918077827218e-03 8.616935382810565898e+02
1662 2.002815029961956331e-03 8.810169058481681077e+02
1663 2.081735858197319121e-03 9.168352994091364963e+02
1664 1.919763844264220495e-03 8.465166402600031006e+02
1665 2.003435227162655898e-03 8.844731884517344724e+02
1666 2.034369362163632698e-03 8.992087727017793668e+02
1667 1.981786328632586559e-03 8.770181997498438022e+02
1668 1.900810670949231460e-03 8.421925125021546137e+02
1669 1.967657665277556395e-03 8.728557580698471838e+02
1670 1.916767151773372075e-03 8.512995637120936863e+02
1671 2.009979812192244728e-03 8.937674829715396072e+02
1672 2.097668101922104018e-03 9.338757966290402237e+02
1673 1.925632487444594925e-03 8.583114983796492652e+02
1674 2.032290191436966938e-03 9.069349070077984152e+02
1675 1.963000199166041199e-03 8.770599926158313338e+02
1676 2.047881742226614031e-03 9.160772177092503625e+02
1677 2.114344479986133077e-03 9.469365873944932446e+02
1678 1.949987611817375222e-03 8.743687682945493407e+02
1679 1.982193541937295102e-03 8.898691816751727401e+02
1680 1.977763427590528526e-03 8.889379936332059060e+02
1681 2.016744231786200478e-03 9.075376684647982302e+02
1682 2.051632732077048570e-03 9.243359798928341888e+02
1683 1.940816628091942978e-03 8.754489762043523342e+02
1684 2.022668682050669450e-03 9.134544043302099681e+02
1685 2.065762035347548740e-03 9.340237056407202090e+02
1686 1.910838130325746061e-03 8.650011472347987365e+02
1687 1.963166212658112170e-03 8.897433023478012046e+02
1688 1.950309681366906153e-03 8.849643993681316942e+02
1689 1.990171291986280854e-03 9.041218044400726512e+02
1690 1.974390597252819162e-03 8.980148490091099802e+02
1691 1.949572826096303236e-03 8.877763282922351209e+02
1692 2.033280807283063037e-03 9.269894888397038812e+02
1693 1.961197356884260886e-03 8.951829359020047150e+02
1694 2.017085669869546610e-03 9.217806436249016997e+02
1695 1.988528022794655743e-03 9.098030693374972770e+02
1696 2.022193366409092124e-03 9.262975242082978866e+02
1697 1.966078046211159041e-03 9.016550379553857510e+02
1698 2.037485314940028387e-03 9.355040751901087788e+02
1699 1.948086152971623781e-03 8.955103121339661811e+02
1700 2.024947667810571197e-03 9.319383218440011660e+02
1701 2.023752865599285147e-03 9.324841911008689976e+02
1702 2.036161512412620455e-03 9.393048385749875706e+02
1703 2.051984973939081046e-03 9.477167278337776679e+02
1704 2.064410495018414744e-03 9.545752363110229908e+02
1705 1.989085753956715448e-03 9.208248877357436868e+02
1706 2.080456905741800630e-03 9.642538996069071118e+02
1707 1.943986854941485640e-03 9.020587905260997559e+02
1708 2.009127082178951453e-03 9.333778029148354562e+02
1709 2.060693373525079516e-03 9.584548940446890128e+02
1710 2.010137712575063140e-03 9.360349461775227837e+02
1711 2.072859761781195662e-03 9.663708531377727695e+02
1712 1.971469963184754610e-03 9.201770970763919877e+02
1713 1.992046891198499033e-03 9.308675034175147402e+02
1714 1.971258582975511219e-03 9.222287795047401460e+02
1715 2.068194568332446838e-03 9.687081035113459393e+02
1716 1.923129765852963496e-03 9.018126025984123544e+02
1717 2.000031485940966924e-03 9.389671940243723611e+02
1718 2.051697761146281749e-03 9.643452649087982991e+02
1719 2.014952672074365753e-03 9.481767567258153804e+02
1720 2.017961498788101941e-03 9.506974408294183831e+02
1721 2.049553637286577641e-03 9.667038260806587004e+02
1722 2.021250170545469717e-03 9.544619632110467364e+02
1723 2.052239907784764433e-03 9.702212875360021371e+02
1724 2.036911092820047845e-03 9.640921925405824595e+02
1725 1.961332989321945205e-03 9.293971911165832580e+02
1726 2.117343807601185842e-03 1.004487747508166535e+03
1727 1.991149674285138359e-03 9.457146450214718243e+02
1728 2.025418533702303889e-03 9.631050116013740308e+02
1729 1.949301277818965821e-03 9.279833743740168757e+02
1730 1.955278184935007376e-03 9.319054627055523952e+02
1731 1.969690895040230802e-03 9.398599955575318745e+02
1732 2.016515677178975629e-03 9.633146937452913789e+02
1733 2.076216753220888958e-03 9.929799480954599176e+02
1734 2.040379318689035382e-03 9.769663755529479658e+02
1735 2.067390577781446498e-03 9.910415530064562972e+02
1736 1.964487333635683321e-03 9.427985456152013057e+02
1737 2.028122514960972560e-03 9.744597572435993698e+02
1738 2.026475514582047350e-03 9.747895087090511197e+02
1739 2.018435141156149984e-03 9.720391581066228355e+02
1740 2.030639468401854077e-03 9.790412134080085025e+02
1741 2.012699332344818504e-03 9.715070487489297193e+02
1742 2.041383600621073189e-03 9.864845570899869927e+02
1743 1.940743479042727777e-03 9.389276637926210469e+02
1744 1.961473461529305694e-03 9.500456638103560181e+02
1745 2.013120067012842511e-03 9.761790440215341960e+02
1746 2.040562799652491464e-03 9.906203401770378605e+02
1747 2.075531626807678061e-03 1.008750633426535387e+03
1748 1.980482749532165056e-03 9.636568955007666091e+02
1749 2.033946440193162321e-03 9.908034320916275419e+02
1750 1.956055889339471804e-03 9.539499419282620920e+02
1751 1.933989852560501037e-03 9.442664744254382185e+02
1752 1.989259543663357555e-03 9.723611528776970090e+02
1753 1.997719292908752605e-03 9.776110472953677117e+02
1754 1.978761837321170620e-03 9.694387326139292327e+02
1755 1.990218506370150433e-03 9.761634089564337273e+02
1756 2.000478638441089904e-03 9.823139757314779672e+02
1757 1.944620406933668172e-03 9.559729479561370908e+02
1758 1.998131751207245059e-03 9.833971896541560227e+02
1759 2.067784091651471597e-03 1.018834936315419327e+03
1760 2.028030420167532388e-03 1.000383731459917612e+03
1761 2.046640182050110841e-03 1.010710757504402522e+03
1762 1.975738980848066283e-03 9.768050955822139940e+02
1763 2.021345969359008340e-03 1.000487524376770011e+03
1764 2.006021560840668804e-03 9.940289174152277383e+02
1765 1.995167249123970532e-03 9.897712799813140236e+02
1766 1.975258677724694208e-03 9.810053115077803341e+02
1767 2.018304482531133384e-03 1.003519062421003355e+03
1768 1.993410855679883433e-03 9.922635638031423468e+02
1769 1.933869833084958393e-03 9.637146693012911101e+02
1770 2.015244296857015335e-03 1.005401803574122141e+03
1771 1.931090687402379916e-03 9.645063247409942733e+02
1772 2.032191033653297629e-03 1.016148348486702275e+03
1773 1.954966985866629040e-03 9.786376288399558234e+02
1774 1.898956284695568590e-03 9.516715176665303488e+02
1775 2.043437011464033660e-03 1.025233304448059016e+03
1776 2.023456696053013704e-03 1.016352676965441219e+03
1777 1.988352355943765869e-03 9.998449658233047330e+02
1778 1.886721744527684571e-03 9.498077110458608558e+02
1779 1.992697045770793277e-03 1.004285885356325934e+03
1780 1.946073247635166483e-03 9.818909019185670104e+02
1781 1.913839999997510224e-03 9.667125975628160859e+02
1782 1.844490897447172628e-03 9.327294531179392152e+02
1783 1.956844555800950521e-03 9.906554958338066399e+02
1784 2.013504204859402607e-03 1.020482926517515011e+03
1785 1.951675592713190749e-03 9.902558976282223284e+02
1786 1.846021704894326926e-03 9.376978963548572210e+02
1787 1.954856472088688495e-03 9.940931359760833175e+02
1788 1.962778923255077083e-03 9.992389916572151378e+02
1789 2.003687657531185405e-03 1.021206395943288726e+03
1790 1.987861233572779229e-03 1.014272878887811544e+03
1791 1.967178028840694572e-03 1.004841094749355648e+03
1792 1.894935993113692563e-03 9.690205150137370538e+02
1793 1.942864258039172587e-03 9.946386215231542565e+02
1794 2.049402478743181030e-03 1.050350581986189582e+03
1795 1.978229900461680665e-03 1.015003824639561117e+03
1796 1.946491024743185428e-03 9.998318025047065021e+02
1797 2.016030579432668765e-03 1.036704566215374825e+03
1798 1.940452107206614308e-03 9.989503667355917287e+02
1799 1.934947779725335743e-03 9.972247505014568105e+02
1800 1.894079706219798905e-03 9.772475729160988749e+02
1801 1.912310581839880494e-03 9.877500477079157690e+02
1802 1.970409826954459993e-03 1.018889788738013976e+03
1803 1.906782629625244181e-03 9.870827867234439736e+02
1804 1.880864562528310711e-03 9.747458504522639942e+02
1805 1.918725035829568076e-03 9.954691971922654830e+02
1806 1.955068626532276491e-03 1.015448814062071847e+03
1807 1.934608871100639092e-03 1.005934921696543483e+03
1808 1.929066774455680255e-03 1.004163394342839297e+03
1809 1.953000782254213320e-03 1.017746671265631448e+03
1810 1.954236529257755064e-03 1.019516558631428666e+03
1811 1.973641352163224734e-03 1.030777692685003785e+03
1812 1.847215441439597474e-03 9.658144068747732263e+02
1813 1.984475636316906152e-03 1.038725969883454582e+03
1814 1.920335667031313007e-03 1.006262276916458063e+03
1815 1.941925757487076264e-03 1.018697469640737268e+03
1816 1.865567087269872802e-03 9.797195500428699688e+02
1817 1.940015520015639502e-03 1.019938867637413637e+03
1818 1.865101151392779041e-03 9.816328868641550116e+02
1819 1.874680245581314278e-03 9.877599695054161657e+02
1820 1.886537078353061865e-03 9.951001936350463666e+02
1821 1.882700356971568579e-03 9.941677137302776828e+02
1822 1.826078252233038568e-03 9.653272304942049686e+02
1823 1.929040042594521364e-03 1.020875724989965306e+03
1824 2.039933297744776167e-03 1.080746409591564770e+03
1825 1.929679967957638855e-03 1.023455730626382319e+03
1826 1.900729096465336460e-03 1.009205654483964167e+03
1827 1.900300229441004773e-03 1.010083068189154687e+03
1828 1.855241927356659657e-03 9.872123484468312427e+02
1829 1.829105504467419150e-03 9.743695055185137335e+02
1830 1.783400067635989563e-03 9.510609374836859615e+02
1831 1.809354445584186299e-03 9.659565619522412590e+02
1832 1.854182089646660330e-03 9.909698643004769565e+02
1833 1.840831208204114560e-03 9.849085246356042944e+02
1834 1.838653640865640709e-03 9.848168204369592331e+02
1835 1.836869790437941534e-03 9.849342703773882022e+02
1836 1.863809944135723286e-03 1.000468891681710147e+03
1837 1.873886508034982743e-03 1.006973587396620360e+03
1838 1.873948908642645564e-03 1.008103480218048730e+03
1839 1.810832574623116300e-03 9.752096322394174877e+02
1840 1.821315850736168794e-03 9.819220449169202993e+02
1841 1.898669897611963454e-03 1.024738400309868211e+03
1842 1.809729174581190371e-03 9.777969548698644076e+02
1843 1.928475174843824773e-03 1.043086767855853168e+03
1844 1.899270458466601483e-03 1.028405124547636433e+03
1845 1.801292193785919947e-03 9.764103307663756368e+02
1846 1.873665470441820101e-03 1.016742030738893845e+03
1847 1.819329122193704762e-03 9.883261019226383723e+02
1848 1.828178775867721814e-03 9.942089591756516711e+02
1849 1.815957332852233611e-03 9.886314260894117751e+02
1850 1.923930044211655081e-03 1.048546163260226194e+03
1851 1.867812172500704637e-03 1.019062297311037355e+03
1852 1.835754844073198694e-03 1.002654289613044057e+03
1853 1.867252946636946799e-03 1.020959311072553078e+03
1854 1.928589130046657338e-03 1.055634292816980178e+03
1855 1.812360373237103389e-03 9.930853503048233506e+02
1856 1.825655552967283320e-03 1.001449028794777860e+03
1857 1.908568675958592295e-03 1.048058529572151883e+03
1858 1.742078180788318763e-03 9.576633614939231620e+02
1859 1.831390829976813420e-03 1.007844432219454234e+03
1860 1.852807590626666650e-03 1.020727393687112908e+03
1861 1.838797374644583239e-03 1.014098304085486689e+03
1862 1.854421081778243009e-03 1.023813894165508259e+03
1863 1.775355317852371755e-03 9.812150026992836729e+02
1864 1.855179010382111823e-03 1.026433216471045625e+03
1865 1.858839977771148703e-03 1.029562252580672066e+03
1866 1.774946180979992396e-03 9.841499576732664991e+02
1867 1.834266888084526252e-03 1.018131437860149617e+03
1868 1.883348104466545840e-03 1.046494389211443377e+03
1869 1.805396358665207687e-03 1.004254072884899870e+03
1870 1.872291613854039534e-03 1.042579107498041139e+03
1871 1.713490184346277631e-03 9.551715633306744166e+02
1872 1.849427456860679338e-03 1.032050751355813190e+03
1873 1.818924905247855600e-03 1.016113602120648579e+03
1874 1.847720364302591744e-03 1.033301918160769674e+03
1875 1.827945394150561455e-03 1.023334122674606419e+03
1876 1.777790877267527514e-03 9.963178509166179992e+02
1877 1.882777224267308041e-03 1.056279687409816688e+03
1878 1.780946218058658418e-03 1.000214864130774345e+03
1879 1.807853097515467597e-03 1.016407588160411819e+03
1880 1.783303835411438349e-03 1.003672719931211759e+03
1881 1.789924219878097095e-03 1.008470481993471935e+03
1882 1.823351600721492913e-03 1.028396271452151950e+03
1883 1.760886161139208666e-03 9.942203094514583199e+02
1884 1.841658797884953127e-03 1.040930075356412317e+03
1885 1.746158419519056038e-03 9.879997095936296319e+02
1886 1.817315446429495053e-03 1.029352297349812488e+03
1887 1.812142195408421958e-03 1.027510561871840082e+03
1888 1.733439699373330112e-03 9.839268637917199385e+02
1889 1.796888521799532793e-03 1.021021831408250137e+03
1890 1.774742347940692043e-03 1.009505703559104177e+03
1891 1.776329898728859664e-03 1.011477946889924851e+03
1892 1.828377440681435958e-03 1.042215989627834233e+03
1893 1.747910836935669728e-03 9.974014499874257353e+02
1894 1.799378217481508845e-03 1.027854826170706019e+03
1895 1.805733141479438962e-03 1.032574148540685428e+03
1896 1.775371136135857342e-03 1.016283677404353398e+03
1897 1.788473269683577612e-03 1.024863731295214393e+03
1898 1.833421995790549854e-03 1.051728739994488706e+03
1899 1.904220779231330807e-03 1.093492974923680322e+03
1900 1.792867161662765278e-03 1.030632805594675801e+03
1901 1.811588496790224019e-03 1.042491002698385046e+03
1902 1.848832543041819968e-03 1.065042674276781327e+03
1903 1.759479543671351202e-03 1.014635576170937838e+03
1904 1.786936873143059844e-03 1.031552334435932835e+03
1905 1.845486026843188177e-03 1.066470309540118478e+03
1906 1.804587697952298245e-03 1.043930805436462606e+03
1907 1.750568386146703894e-03 1.013743952059816479e+03
1908 1.819078275979459135e-03 1.054522420445696525e+03
1909 1.830679856820478270e-03 1.062360293514334444e+03
1910 1.806126194542502896e-03 1.049209652277673513e+03
1911 1.734762577694687813e-03 1.008808543580675291e+03
1912 1.857381864399231843e-03 1.081245194670312230e+03
1913 1.827416278409313291e-03 1.064913970029985876e+03
1914 1.851199332040824944e-03 1.079901211248586378e+03
1915 1.797388038908567364e-03 1.049605896796525258e+03
1916 1.767169524873540105e-03 1.033037204345547025e+03
1917 1.805479220504753370e-03 1.056533669831721454e+03
1918 1.784375695610738001e-03 1.045273664225606353e+03
1919 1.772485309723098373e-03 1.039391065946465687e+03
1920 1.743526192648847846e-03 1.023474911606135947e+03
1921 1.825202456247184725e-03 1.072536113738703989e+03
1922 1.916536205359447046e-03 1.127378704895371584e+03
1923 1.796052600917837647e-03 1.057605097213653153e+03
1924 1.844621262734955167e-03 1.087334438948480738e+03
1925 1.741767679474473182e-03 1.027773405418521634e+03
1926 1.730702977711359768e-03 1.022305435675144849e+03
1927 1.785112432148475365e-03 1.055539403976495805e+03
1928 1.882706245056932695e-03 1.114402177581048363e+03
1929 1.783791522514502868e-03 1.056948347041009129e+03
1930 1.759736171109667477e-03 1.043775924781776212e+03
1931 1.857514976417057664e-03 1.102914512879452332e+03
1932 1.801632438759255333e-03 1.070841763376739664e+03
1933 1.733315489015588469e-03 1.031302506655709976e+03
1934 1.772982081662905158e-03 1.055995134634126771e+03
1935 1.745504573651181180e-03 1.040704530257492252e+03
1936 1.920878910770588933e-03 1.146449934443890697e+03
1937 1.788036908854531357e-03 1.068267471389194952e+03
1938 1.819052581122178845e-03 1.087920013847697192e+03
1939 1.854436300353450549e-03 1.110226503365513281e+03
1940 1.784354095543061458e-03 1.069371090051025249e+03
1941 1.777021051333870037e-03 1.066074278870471517e+03
1942 1.751651997806615013e-03 1.051937619233227224e+03
1943 1.837985924500257478e-03 1.104921371999342000e+03
1944 1.815756537099307705e-03 1.092681560648935374e+03
1945 1.738276502341687098e-03 1.047132002544989518e+03
1946 1.824544537771915532e-03 1.100229760623545644e+03
1947 1.774457075067217967e-03 1.071125932019448783e+03
1948 1.722131666920012280e-03 1.040608277143133364e+03
1949 1.736248973149157743e-03 1.050215887690263571e+03
1950 1.814091036466963661e-03 1.098426722477927115e+03
1951 1.858158904351326843e-03 1.126263643954297777e+03
1952 1.886668530399111549e-03 1.144716107100423642e+03
1953 1.765836133949762318e-03 1.072500081273408568e+03
1954 1.812405970111240694e-03 1.101912061439852096e+03
1955 1.852169099207789851e-03 1.127239965992326916e+03
1956 1.783451810531575150e-03 1.086528660887735896e+03
1957 1.867320158426458371e-03 1.138786815471355794e+03
1958 1.796869307458283426e-03 1.096942203163562681e+03
1959 1.827735011000415025e-03 1.116924635283090538e+03
1960 1.737744505983187691e-03 1.063015802794281399e+03
1961 1.809465218920430947e-03 1.108018388613702655e+03
1962 1.836191374564358084e-03 1.125530782780601839e+03
1963 1.779564671034849837e-03 1.091932242467926017e+03
1964 1.903395249205805080e-03 1.169104011791011771e+03
1965 1.847001458583421912e-03 1.135621060965940387e+03
1966 1.747329577470702706e-03 1.075431699040692592e+03
1967 1.787389044290793377e-03 1.101206274519698809e+03
1968 1.821391013436217962e-03 1.123295790412617407e+03
1969 1.837510349221307786e-03 1.134388637362098279e+03
1970 1.815190102694367929e-03 1.121747465572151441e+03
1971 1.783042732285663838e-03 1.102999760398857461e+03
1972 1.814097705115178243e-03 1.123349254509162392e+03
1973 1.775870083249121928e-03 1.100792739164844534e+03
1974 1.877421072146614849e-03 1.164919910059115637e+03
1975 1.802423901232476063e-03 1.119518074520607342e+03
1976 1.793528412034362755e-03 1.115121019442726947e+03
1977 1.895556571686370399e-03 1.179749599052707708e+03
1978 1.760207527153413980e-03 1.096619809904815384e+03
1979 1.797818294852771394e-03 1.121184052118812815e+03
1980 1.896434903797081673e-03 1.183880145864204906e+03
1981 1.862272499417877382e-03 1.163728009351292258e+03
1982 1.772083646588161520e-03 1.108487279649201128e+03
1983 1.783290514622345047e-03 1.116623113363756829e+03
1984 1.862838499221850831e-03 1.167609219290812689e+03
1985 1.856764416020537144e-03 1.164975230018487764e+03
1986 1.840324605485126833e-03 1.155823913712073818e+03
1987 1.829891091844605211e-03 1.150428472567396284e+03
1988 1.792278192181934226e-03 1.127915890768137388e+03
1989 1.901958959047224482e-03 1.198144318104422155e+03
1990 1.803322466092681592e-03 1.137150276551112484e+03
1991 1.884854232645499913e-03 1.189757619854826771e+03
1992 1.790335593732291950e-03 1.131230772039888734e+03
1993 1.810114587707747089e-03 1.144876530721373229e+03
1994 1.819427595262785441e-03 1.151921708963906894e+03
1995 1.915107890490712296e-03 1.213715265309436745e+03
1996 1.918106766659103974e-03 1.216834490055230390e+03
1997 1.906304723909910690e-03 1.210559121587194568e+03
1998 1.865082115860551950e-03 1.185567723491998777e+03
1999 1.835085690807165782e-03 1.167667708839285297e+03
2000 1.875139760047098668e-03 1.194347922722184421e+03
