ell Cl Dl
536 5.814598948823626601e-02 2.663661125393522525e+03
537 5.356248875450098784e-02 2.462847046453593975e+03
538 5.729217495942083571e-02 2.644152395139270084e+03
539 5.922718068444259021e-02 2.743618462170105886e+03
540 5.504394224544845171e-02 2.559296996892740935e+03
541 5.153082031049788930e-02 2.404826446200648206e+03
542 5.223556922244201872e-02 2.446727365817705504e+03
543 5.253014717223327551e-02 2.469604901795525620e+03
544 5.795848225393810532e-02 2.734843869559683753e+03
545 5.492576277365626009e-02 2.601269647400157737e+03
546 5.571516968637223177e-02 2.648338891080822577e+03
547 5.504782766545517764e-02 2.626202447161814234e+03
548 5.511097156907114603e-02 2.638828111523704138e+03
549 5.305200277679520543e-02 2.549511347397135523e+03
550 4.853218528153744465e-02 2.340799774401679315e+03
551 5.381150771884342376e-02 2.604869488251409621e+03
552 5.493748706985425445e-02 2.669028006198212097e+03
553 5.208683094706584998e-02 2.539703179591244862e+03
554 5.794342296171605539e-02 2.835482862121103153e+03
555 5.238667980040176420e-02 2.572816312505731730e+03
556 5.332410636821581507e-02 2.628292552587211048e+03
557 5.184621446871685163e-02 2.564640981661156729e+03
558 5.437251843246073552e-02 2.699265398890974666e+03
559 5.129877697745613419e-02 2.555800658413380916e+03
560 4.762869439560062784e-02 2.381440288610322568e+03
561 5.459548648324753090e-02 2.739529924374911843e+03
562 5.251909244776244851e-02 2.644734342951596318e+03
563 5.414193806658360031e-02 2.736159612945671142e+03
564 5.179084156558003138e-02 2.626640591744053836e+03
565 5.022206096309365930e-02 2.556110012708985323e+03
566 4.917538855092984384e-02 2.511698011915796087e+03
567 5.164809935850932232e-02 2.647316523992606562e+03
568 4.716398105769489119e-02 2.426002198054040491e+03
569 5.117579900333660281e-02 2.641629377345652301e+03
570 4.616112253686026345e-02 2.391153502174194273e+03
571 4.731051033929640354e-02 2.459290892675341638e+03
572 4.760657166052108952e-02 2.483348610351557454e+03
573 4.667138236766081583e-02 2.443077874203087504e+03
574 4.822187800525521567e-02 2.533051319917020919e+03
575 4.518101785203616771e-02 2.381587106064748696e+03
576 4.896875684615790980e-02 2.590225097569146783e+03
577 5.029771938694512640e-02 2.669759108122237649e+03
578 4.642076207301390478e-02 2.472514229228183012e+03
579 4.620705037264879328e-02 2.469647304276044906e+03
580 4.775557031711029354e-02 2.561228309957891270e+03
581 5.053203298595039528e-02 2.719480942000944651e+03
582 4.375375926328040066e-02 2.362800445121790290e+03
583 4.473042030713549749e-02 2.423843149335233647e+03
584 4.524629665771892628e-02 2.460208323392884267e+03
585 4.281862575176414304e-02 2.336180197835237777e+03
586 4.631010164543798019e-02 2.535312998965437146e+03
587 4.677618030030829266e-02 2.569569175253317098e+03
588 4.412493363196646340e-02 2.432186187022706235e+03
589 4.454589576844798088e-02 2.463741475331742095e+03
590 4.260415101446254904e-02 2.364348764353313072e+03
591 4.024891532131716354e-02 2.241214895446245009e+03
592 4.322880888885277662e-02 2.415292879543803338e+03
593 4.282310738730437522e-02 2.400708598405139128e+03
594 4.083304489823733063e-02 2.296864146580793204e+03
595 3.995894321108280772e-02 2.255263811067663937e+03
596 3.802592739191959503e-02 2.153379315697297898e+03
597 4.157780292229476538e-02 2.362420394177387152e+03
598 4.076555337482192648e-02 2.324028663181778029e+03
599 4.052106727597126756e-02 2.317816659385026924e+03
600 3.905626014533646745e-02 2.241488468009270946e+03
601 4.315691143167713767e-02 2.485086163535836022e+03
602 3.837080026203039396e-02 2.216842260565289507e+03
603 3.704878583791210850e-02 2.147575111652196938e+03
604 3.491507025693288413e-02 2.030604597752276050e+03
605 4.068766969987714505e-02 2.374165270125080042e+03
606 3.933480215354274306e-02 2.302811645110997233e+03
607 3.823506704404337070e-02 2.245816447094507566e+03
608 3.845617613081507569e-02 2.266246267166185589e+03
609 3.532804680174672640e-02 2.088752036548168689e+03
610 3.610735358773942139e-02 2.141839066931360776e+03
611 3.724262938018498698e-02 2.216425301586810747e+03
612 3.426296323118525194e-02 2.045770672921383721e+03
613 3.771143442927323702e-02 2.259030160568369411e+03
614 3.775086087958250819e-02 2.268770039370050199e+03
615 3.930952710320628762e-02 2.370138794213510664e+03
616 3.391353226108011903e-02 2.051441013335186199e+03
617 3.618923620394950275e-02 2.196206577612045749e+03
618 3.522219251720260652e-02 2.144448605473956832e+03
619 3.348641126970876986e-02 2.045366209779607971e+03
620 3.703235414627375349e-02 2.269262531077342828e+03
621 3.346658997029547389e-02 2.057375573554255425e+03
622 3.327188946134307379e-02 2.051993720903749818e+03
623 3.131351594673446176e-02 1.937423672259835485e+03
624 3.240026571128363370e-02 2.011098353722237334e+03
625 3.405257765873265230e-02 2.120432608243357208e+03
626 3.254979465290947643e-02 2.033341191808830899e+03
627 3.364151145664890513e-02 2.108253431581567384e+03
628 3.240907634509469087e-02 2.037497453815368999e+03
629 3.050028714861488868e-02 1.923602153603675106e+03
630 3.214999281981654328e-02 2.034093540271320990e+03
631 3.229251605030598188e-02 2.049596889338655274e+03
632 3.203657468519761908e-02 2.039797219989122141e+03
633 2.909017211906933520e-02 1.858058529935294700e+03
634 3.217409197224686129e-02 2.061528835112652359e+03
635 3.152073210197453568e-02 2.026036515612126323e+03
636 2.968784927912338639e-02 1.914235720599612932e+03
637 3.035459901030214749e-02 1.963381718391241293e+03
638 3.078407514494636843e-02 1.997412571757422029e+03
639 3.029134068960450538e-02 1.971602950221023093e+03
640 3.124879587525453833e-02 2.040287751057731839e+03
641 3.132121493874660129e-02 2.051406791917250303e+03
642 2.992602481684998247e-02 1.966143285067285660e+03
643 3.138474522064767236e-02 2.068405002007205439e+03
644 2.776937706311689499e-02 1.835827415641715334e+03
645 2.710782716970577821e-02 1.797658002207075924e+03
646 2.843295299151491276e-02 1.891380457084438831e+03
647 2.841726276626076186e-02 1.896189167732737133e+03
648 2.894459742643278391e-02 1.937346702630560912e+03
649 2.994526321729866838e-02 2.010510381379777300e+03
650 2.924113270916242624e-02 1.969285434211756638e+03
651 2.760660057541761137e-02 1.864926188639981092e+03
652 2.905191181592580232e-02 1.968591592065195528e+03
653 2.704439156200288616e-02 1.838181015615550450e+03
654 2.814801526580676741e-02 1.919052950043608917e+03
655 2.802569337638207217e-02 1.916556545961451548e+03
656 2.693254985805492233e-02 1.847424986043155741e+03
657 2.705192778480188659e-02 1.861271014810498627e+03
658 2.869211174360455571e-02 1.980131138941385871e+03
659 2.723889820357188601e-02 1.885554190344196513e+03
660 2.744696935710443791e-02 1.905723652308658757e+03
661 2.794129653806979099e-02 1.945925167565998436e+03
662 2.650209722028104911e-02 1.851279074846520416e+03
663 2.819869209227635412e-02 1.975744150499902844e+03
664 2.740022839580153607e-02 1.925590963651060974e+03
665 2.658888051490346585e-02 1.874200539301237995e+03
666 2.685695770281125785e-02 1.898790323918299009e+03
667 2.796795740165213331e-02 1.983276096251914623e+03
668 2.696078822553308121e-02 1.917587972125769056e+03
669 2.580693617867088618e-02 1.841015732919403263e+03
670 2.609124914139475393e-02 1.866862475485728510e+03
671 2.705309603656352521e-02 1.941462020243146299e+03
672 2.603833535978556171e-02 1.874207558866542513e+03
673 2.739146064513127421e-02 1.977471731950258800e+03
674 2.648825417966061205e-02 1.917949360058903949e+03
675 2.597737821080363732e-02 1.886539565217840391e+03
676 2.533304369825769078e-02 1.845197546751847995e+03
677 2.592507686170779022e-02 1.893906553478150727e+03
678 2.686963004594105503e-02 1.968707912064125594e+03
679 2.503761368888133762e-02 1.839889550801668065e+03
680 2.397545985119847040e-02 1.767026660061492748e+03
681 2.385938399127424461e-02 1.763643674015655961e+03
682 2.748024390984069379e-02 2.037256879888707545e+03
683 2.404462928516785600e-02 1.787783903106420894e+03
684 2.491518497818184796e-02 1.857936730966394634e+03
685 2.671428023431407506e-02 1.997920928826065619e+03
686 2.402070967513979596e-02 1.801718005067213880e+03
687 2.565599321824119441e-02 1.929985912830632287e+03
688 2.607300573405360936e-02 1.967065819306997355e+03
689 2.481767308200528988e-02 1.877800730536198216e+03
690 2.504733193945742412e-02 1.900678845452451924e+03
691 2.246654422912799931e-02 1.709781243417263568e+03
692 2.425809315936175437e-02 1.851467616248419972e+03
693 2.544351338230691970e-02 1.947555835911891563e+03
694 2.615262971698295233e-02 2.007611947554461494e+03
695 2.464515774430802580e-02 1.897342688660565727e+03
696 2.678363945053574904e-02 2.067910504928377122e+03
697 2.561267808155369419e-02 1.983185431202532072e+03
698 2.559871238015372710e-02 1.987791598861527063e+03
699 2.388168395075815700e-02 1.859774522924471967e+03
700 2.380728556388042594e-02 1.859285450780390875e+03
701 2.465210262894186252e-02 1.930764160981447048e+03
702 2.611234821482994253e-02 2.050966172107446255e+03
703 2.533737879381226660e-02 1.995766828534316346e+03
704 2.411391800210654565e-02 1.904801338443708801e+03
705 2.365996590630932428e-02 1.874252350490281287e+03
706 2.446260096807938850e-02 1.943331443441078591e+03
707 2.385957568853969146e-02 1.900796042845616057e+03
708 2.630631371229439144e-02 2.101646260806424380e+03
709 2.358932102362926511e-02 1.889905792928945402e+03
710 2.292174881691063856e-02 1.841602221574257555e+03
711 2.558444832747125766e-02 2.061321736112572125e+03
712 2.437641691720491069e-02 1.969516049825916298e+03
713 2.443225143742061567e-02 1.979572273963088719e+03
714 2.438881125929759364e-02 1.981595548639473918e+03
715 2.237407006457227399e-02 1.822989593474000912e+03
716 2.564489171337938980e-02 2.095333609473108481e+03
717 2.472001492103693271e-02 2.025407715875855274e+03
718 2.394447116009617779e-02 1.967336800731582343e+03
719 2.601239272911099604e-02 2.143195657880553426e+03
720 2.311807810808663016e-02 1.910027497319985969e+03
721 2.347310608011759711e-02 1.944747202237644615e+03
722 2.504105607242741727e-02 2.080406812322897167e+03
723 2.660976237973464859e-02 2.216858592612370103e+03
724 2.449469141937223732e-02 2.046297044802565551e+03
725 2.419607123496044995e-02 2.026934026594581837e+03
726 2.513233162940251009e-02 2.111173592716508210e+03
727 2.509450463638017784e-02 2.113803190024619198e+03
728 2.387301785289722839e-02 2.016444913103160161e+03
729 2.497493948197200900e-02 2.115314588753885801e+03
730 2.287664480904284814e-02 1.942910064342722080e+03
731 2.455485383048315942e-02 2.091153643176380228e+03
732 2.540743136386674692e-02 2.169681312326324587e+03
733 2.531912210327869756e-02 2.168047581962054664e+03
734 2.505237317944832010e-02 2.151059398349569165e+03
735 2.439794268888198850e-02 2.100576448365502074e+03
736 2.530111486512583857e-02 2.184263819632667946e+03
737 2.579944323461245276e-02 2.233337278136725217e+03
738 2.399687216724677441e-02 2.082934291522927651e+03
739 2.391283765505589770e-02 2.081265116453153951e+03
740 2.425169933684696855e-02 2.116470574116488933e+03
741 2.472772708692412558e-02 2.163846472401708979e+03
742 2.680631337661147987e-02 2.352068366584587693e+03
743 2.548316706132697229e-02 2.241998317329339443e+03
744 2.624389673478241120e-02 2.315142140648539225e+03
745 2.694735825874914475e-02 2.383589304990229721e+03
746 2.532977616334570331e-02 2.246523225760864534e+03
747 2.627632967644031453e-02 2.336721924771562499e+03
748 2.666190601052488215e-02 2.377358845224592187e+03
749 2.583745665962636565e-02 2.310005286961730690e+03
750 2.481483803006696159e-02 2.224501878762705473e+03
751 2.538974099601220766e-02 2.282107928695862938e+03
752 2.338575816281732167e-02 2.107581620919682337e+03
753 2.550008812084334289e-02 2.304242247180383856e+03
754 2.696257614080648998e-02 2.442866948733492791e+03
755 2.456328586339050907e-02 2.231389274654303335e+03
756 2.641803669465761159e-02 2.406236696343049061e+03
757 2.760963638558047717e-02 2.521424125078980069e+03
758 2.607514857317111412e-02 2.387579849073067635e+03
759 2.557790270696175261e-02 2.348228911954022351e+03
760 2.661656180829157642e-02 2.450023982239288216e+03
761 2.693657497691517508e-02 2.486005776865284133e+03
762 2.554260425133984824e-02 2.363550116910475936e+03
763 2.618812151189128107e-02 2.429642498642524515e+03
764 2.654829201421362792e-02 2.469514106626332705e+03
765 2.522494080758293580e-02 2.352558828234004977e+03
766 2.590524073882459477e-02 2.422322135233610425e+03
767 2.509607616087609211e-02 2.352786606839208162e+03
768 2.465890671916653662e-02 2.317829623844604157e+03
769 2.673606730235620482e-02 2.519618116889591874e+03
770 2.564384009546890122e-02 2.422971439674250632e+03
771 2.678427483744261900e-02 2.537299317963316298e+03
772 2.459785788660195580e-02 2.336222562814425601e+03
773 2.522061229158989101e-02 2.401575321682857066e+03
774 2.581935829955500639e-02 2.464950708725834374e+03
775 2.583796233672510170e-02 2.473100790382648029e+03
776 2.642271007581491540e-02 2.535597011189247951e+03
777 2.608103895484009324e-02 2.509259836156530127e+03
778 2.438400056160668419e-02 2.352026150093312481e+03
779 2.539655206506826260e-02 2.455992018593462490e+03
780 2.532167610923395651e-02 2.455037993960958829e+03
781 2.580008518049016833e-02 2.507835572714639511e+03
782 2.520147919747684623e-02 2.455922619989856230e+03
783 2.465677804315440785e-02 2.408986033503063936e+03
784 2.553118923308510257e-02 2.500788108804505555e+03
785 2.760836985775258143e-02 2.711147205298402696e+03
786 2.627827098740721443e-02 2.587105843489604013e+03
787 2.674470934731036295e-02 2.639726692612178340e+03
788 2.633455807287184147e-02 2.605849845150012243e+03
789 2.532138511790336943e-02 2.511954014758335688e+03
790 2.504705809416056875e-02 2.491038441055585736e+03
791 2.689928943418733523e-02 2.682023659426117774e+03
792 2.469764580849796373e-02 2.468732637596653149e+03
793 2.618712061490655052e-02 2.624228029590360620e+03
794 2.603705846716227942e-02 2.615770761598689660e+03
795 2.581419173937382627e-02 2.599913263395915237e+03
796 2.574788873666724459e-02 2.599759324389389803e+03
797 2.595248110629821969e-02 2.627000938462140766e+03
798 2.682602955531777217e-02 2.722238683138180932e+03
799 2.644150427835682826e-02 2.689942872672083467e+03
800 2.592707368472144461e-02 2.644211177121444962e+03
801 2.362358972411919208e-02 2.415310156237583669e+03
802 2.545435357280756081e-02 2.608988216259999717e+03
803 2.483262005497093375e-02 2.551609846777937946e+03
804 2.438157282555682495e-02 2.511503448119750828e+03
805 2.525465340778165757e-02 2.607909200425342533e+03
806 2.551599538869791378e-02 2.641442876696789881e+03
807 2.580832741891821158e-02 2.678334940120387273e+03
808 2.452629282233733179e-02 2.551596061227652172e+03
809 2.522180978842857371e-02 2.630449195469982897e+03
810 2.477196032475436835e-02 2.589920185600739387e+03
811 2.404407857164355192e-02 2.520026766017679165e+03
812 2.591043401579397332e-02 2.722333918527797323e+03
813 2.597493930010079735e-02 2.735833250096437041e+03
814 2.488146601586085221e-02 2.627109111475781447e+03
815 2.497770067625703846e-02 2.643749825229084308e+03
816 2.444835191034207267e-02 2.594071457059719251e+03
817 2.464535391295008190e-02 2.621383436412032552e+03
818 2.371638648100466568e-02 2.528749768640732327e+03
819 2.521853621161886799e-02 2.695490220485220107e+03
820 2.458565088114459535e-02 2.634261298531376724e+03
821 2.433970140521609510e-02 2.614269477450803606e+03
822 2.431945587468422112e-02 2.618458156432164742e+03
823 2.415310593699828215e-02 2.606874745309672107e+03
824 2.436966771516037647e-02 2.636640382679154300e+03
825 2.341423394684690601e-02 2.539417340571963905e+03
826 2.339490348490716812e-02 2.543471914171619119e+03
827 2.516287100475010294e-02 2.742307612357068137e+03
828 2.423606715234160464e-02 2.647690066877987647e+03
829 2.464561438197460097e-02 2.698934864841250146e+03
830 2.330291415838853242e-02 2.558052674986294733e+03
831 2.372008123467318416e-02 2.610121077642509590e+03
832 2.233344525491750415e-02 2.463452449334183257e+03
833 2.347719508886879011e-02 2.595836845348499992e+03
834 2.313590859932510360e-02 2.564243230431832671e+03
835 2.371585896076272570e-02 2.634824805697370721e+03
836 2.337376291550298177e-02 2.603037961287246617e+03
837 2.405350024834455869e-02 2.685145920479557844e+03
838 2.193796932839883751e-02 2.454836296762503935e+03
839 2.193090996036511919e-02 2.459903273265844291e+03
840 2.283924094679855646e-02 2.567893924124752175e+03
841 2.367229326144917184e-02 2.667893883334864313e+03
842 2.407557952647995658e-02 2.719797358490383886e+03
843 2.254989245068455411e-02 2.553492742158890906e+03
844 2.389851182220198433e-02 2.712627406020075341e+03
845 2.134814410371104615e-02 2.428887105713961773e+03
846 2.265150138104090813e-02 2.583276529192060934e+03
847 2.079844628187645789e-02 2.377553438630181063e+03
848 2.222032293105143455e-02 2.546091695970904766e+03
849 2.166059701859075065e-02 2.487809777089427826e+03
850 2.067365415210799251e-02 2.380048812795565937e+03
851 2.174399197723629260e-02 2.509161213670459347e+03
852 2.153138256976582302e-02 2.490466332895229243e+03
853 2.185279528361105950e-02 2.533576550686774681e+03
854 2.284160380236678264e-02 2.654426542110173159e+03
855 2.078459327034124990e-02 2.421037639191590642e+03
856 2.219413718234426389e-02 2.591271892819400364e+03
857 2.086927281305140519e-02 2.442280589359510486e+03
858 2.054117047832587986e-02 2.409493562282419134e+03
859 2.005714782100201724e-02 2.358201558110361475e+03
860 2.113206467155085214e-02 2.490368792532145562e+03
861 2.104117054806603146e-02 2.485423758210732558e+03
862 1.987420394468808471e-02 2.353032552260289776e+03
863 1.993067233845647809e-02 2.365193186342422905e+03
864 2.118197712248901313e-02 2.519512261428026704e+03
865 1.993573316168220991e-02 2.376765545498129995e+03
866 2.045615403202751328e-02 2.444449706916143896e+03
867 2.009543105329026150e-02 2.406890211316771001e+03
868 1.988287313966104544e-02 2.386925009059350032e+03
869 1.856954412332799051e-02 2.234397325114319301e+03
870 1.947776160367525877e-02 2.349073390140447827e+03
871 1.916488044870755247e-02 2.316652456951439035e+03
872 1.856901033614154206e-02 2.249777754652133353e+03
873 1.808149018901989910e-02 2.195735523101330273e+03
874 1.927077787780249324e-02 2.345518500816712276e+03
875 1.837647888859017531e-02 2.241788261760998466e+03
876 1.828137538445517157e-02 2.235283938834342734e+03
877 1.893306105772147446e-02 2.320251576243252657e+03
878 1.789622573623685098e-02 2.198188703883608014e+03
879 1.744647211047522378e-02 2.147827009251865547e+03
880 1.782672060633772038e-02 2.199632714300031239e+03
881 1.707701149618930103e-02 2.111915297462140643e+03
882 1.746282198969243554e-02 2.164531185633498353e+03
883 1.696935380765047727e-02 2.108134933599652413e+03
884 1.838004410982956027e-02 2.288559545180554778e+03
885 1.823795789400250306e-02 2.276005634900744553e+03
886 1.782860284616463731e-02 2.229948247099994205e+03
887 1.713004385836874519e-02 2.147411092569523589e+03
888 1.701414953424791945e-02 2.137691861446877738e+03
889 1.649426106852741256e-02 2.077039536796295124e+03
890 1.815513965797663221e-02 2.291328918936721038e+03
891 1.716659695654615750e-02 2.171435335634314924e+03
892 1.634551245708949427e-02 2.072215824335425168e+03
893 1.655002256923063242e-02 2.102847118461897026e+03
894 1.621413177969500269e-02 2.064782849244168574e+03
895 1.653798515652853823e-02 2.110735305159495965e+03
896 1.545558282163309559e-02 1.976996821428513158e+03
897 1.600779489737177985e-02 2.052203493325014733e+03
898 1.521489192254434769e-02 1.954902183900020873e+03
899 1.458284268833443323e-02 1.877865675177380353e+03
900 1.645735627590981867e-02 2.123965719885115504e+03
901 1.519427081422944706e-02 1.965311171891712320e+03
902 1.498317457973342634e-02 1.942308717251324879e+03
903 1.690733172045388519e-02 2.196602057178937230e+03
904 1.452799831607933662e-02 1.891659309931460257e+03
905 1.454844500428181808e-02 1.898512606134703219e+03
906 1.552043291382772944e-02 2.029828973673797691e+03
907 1.517195132068951784e-02 1.988633301581000978e+03
908 1.510942701849582286e-02 1.984805061034863229e+03
909 1.394816421148267239e-02 1.836295030310901893e+03
910 1.389808460300343343e-02 1.833727727808770851e+03
911 1.496558312480566512e-02 1.978914316682774825e+03
912 1.366478101638978447e-02 1.810874794506175022e+03
913 1.456455382671034172e-02 1.934346579358894815e+03
914 1.346941556946377495e-02 1.792817875676300446e+03
915 1.375995152802841209e-02 1.835496680405657571e+03
916 1.437282132642420281e-02 1.921440620477012317e+03
917 1.394214663013380179e-02 1.867935149503773800e+03
918 1.384537929678102824e-02 1.859016232952412338e+03
919 1.347038177221237740e-02 1.812605839868571366e+03
920 1.371954259984969893e-02 1.850151199968800256e+03
921 1.323540662879084569e-02 1.788743099916988967e+03
922 1.298128630832339273e-02 1.758208933210651139e+03
923 1.249159622192581170e-02 1.695554452116587072e+03
924 1.230855685878919602e-02 1.674329664475458230e+03
925 1.217580106034309162e-02 1.659855931086386363e+03
926 1.300510253857865665e-02 1.776743082296922694e+03
927 1.241750354997655202e-02 1.700130015532471816e+03
928 1.243800406273443127e-02 1.706610904230270990e+03
929 1.297340676367296497e-02 1.783909544861393442e+03
930 1.267711865442560509e-02 1.746921204443731767e+03
931 1.262056079223394800e-02 1.742867526511113965e+03
932 1.219383496298098203e-02 1.687555250511861004e+03
933 1.145895471998653430e-02 1.589255250611486872e+03
934 1.144197897333410797e-02 1.590302582068561378e+03
935 1.100779833112958822e-02 1.533232638620954731e+03
936 1.149127932512837916e-02 1.603998481082508988e+03
937 1.125816340665046836e-02 1.574817052710350936e+03
938 1.172461132907484833e-02 1.643565502332882488e+03
939 1.197690031262371897e-02 1.682511387633389631e+03
940 1.135671489822885800e-02 1.598785982740431336e+03
941 1.156130388483249914e-02 1.631050750722046132e+03
942 1.038218040363647274e-02 1.467814921055152809e+03
943 1.078128949989864103e-02 1.527476461903347399e+03
944 1.062133436874461087e-02 1.508005812409007603e+03
945 1.087061697547437970e-02 1.546668605565459075e+03
946 1.044081404890165321e-02 1.488660304955380980e+03
947 1.032402756181897800e-02 1.475120855849596182e+03
948 1.014101690438283347e-02 1.452032001926926341e+03
949 1.015459205443050919e-02 1.457043206446714066e+03
950 1.031197048114479604e-02 1.482743111291781361e+03
951 1.044918754601301993e-02 1.505636453591163900e+03
952 9.958272524942647294e-03 1.437917561903786691e+03
953 1.050859326385518606e-02 1.520568501781422128e+03
954 1.032257481401969816e-02 1.496786705472877884e+03
955 1.018547686090228582e-02 1.480003566636934238e+03
956 9.853401331400019753e-03 1.434749670773885555e+03
957 1.061565201493454118e-02 1.548974442960178294e+03
958 9.848010229496618681e-03 1.439967661581653374e+03
959 9.680499696082148914e-03 1.418429475574647313e+03
960 1.001637150448284920e-02 1.470703670734755178e+03
961 9.554843284884165233e-03 1.405860275934053334e+03
962 9.539071315618114638e-03 1.406460651593183002e+03
963 8.687420666883398715e-03 1.283554472492448895e+03
964 9.216244138339119846e-03 1.364515425374243478e+03
965 8.584728541441793981e-03 1.273653045041075529e+03
966 9.436251823345937970e-03 1.402888820683896256e+03
967 9.343646374469305113e-03 1.391997183451883302e+03
968 9.345052133938030331e-03 1.395086045162580376e+03
969 9.386214209338019504e-03 1.404126074668216688e+03
970 8.825618912626348109e-03 1.322989101680140493e+03
971 8.668614568209923391e-03 1.302132923487481548e+03
972 8.763222366519458212e-03 1.319055499286278064e+03
973 8.858375027690438414e-03 1.336121619857285395e+03
974 8.394903255103461359e-03 1.268818200714120621e+03
975 8.486163988262719615e-03 1.285245183204015120e+03
976 8.134477202088642028e-03 1.234508712665654912e+03
977 8.873538216563820955e-03 1.349430041076089537e+03
978 8.861650097728376169e-03 1.350380867515721775e+03
979 8.164950466255264244e-03 1.246758832241253913e+03
980 8.436231434318560915e-03 1.290814098234165840e+03
981 8.383670733325616561e-03 1.285389772342827200e+03
982 7.966687515658059729e-03 1.223947867684624725e+03
983 8.114408769431674662e-03 1.249181747076137754e+03
984 8.180684896477705137e-03 1.261947028683332519e+03
985 7.871991563931288877e-03 1.216796346602990297e+03
986 8.036703642440837583e-03 1.244778713628080141e+03
987 7.877234956288683976e-03 1.222553936497339464e+03
988 7.909566612652147582e-03 1.230059319517872837e+03
989 8.169978789920718729e-03 1.273129398851046517e+03
990 7.422071855340302629e-03 1.158921808057330054e+03
991 7.628261482630289796e-03 1.193523651719028294e+03
992 8.035027353628407948e-03 1.259703719992411152e+03
993 7.950763422677458586e-03 1.249006204111003399e+03
994 7.818050394953462295e-03 1.230631599116676853e+03
995 7.424391396814587936e-03 1.171017565511520161e+03
996 7.605618776876193338e-03 1.202013046508977823e+03
997 7.793849735497590178e-03 1.234235005142569662e+03
998 7.342722176197799717e-03 1.165126975763141900e+03
999 7.543662361362673749e-03 1.199410542673321970e+03
1000 7.111446214227263099e-03 1.132953639343940949e+03
1001 7.646206529591915470e-03 1.220584793644468164e+03
1002 7.328424994977734801e-03 1.172193836474427599e+03
1003 7.718508271233971707e-03 1.237052557140140152e+03
1004 7.564670185507584889e-03 1.214814323852425559e+03
1005 7.182234512483162692e-03 1.155696387126833542e+03
1006 7.290772046422694733e-03 1.175495856697488534e+03
1007 7.463692458576560475e-03 1.205768323206379364e+03
1008 7.676610105019785781e-03 1.242628509429942369e+03
1009 7.645590820714947243e-03 1.240062924863803801e+03
1010 7.555727493893936962e-03 1.227916816725762374e+03
1011 7.819540535215689300e-03 1.273306731497236569e+03
1012 6.946215180563848970e-03 1.133335055630021998e+03
1013 7.565897569020542737e-03 1.236881202256021879e+03
1014 7.558667853537802753e-03 1.238138963154614657e+03
1015 7.514973919910818839e-03 1.233409700063033597e+03
1016 7.442633487067143276e-03 1.223943654767181897e+03
1017 7.646113182667385946e-03 1.259881169770564611e+03
1018 6.880981693163138423e-03 1.136037051683476420e+03
1019 7.268182273407707700e-03 1.202320625925569857e+03
1020 7.163842067346591971e-03 1.187386340054485572e+03
1021 7.008242244745474352e-03 1.163873753783844450e+03
1022 7.174013641966526730e-03 1.193737561454269780e+03
1023 7.020762117012663284e-03 1.170523076694392330e+03
1024 7.205243105971922274e-03 1.203628859296346491e+03
1025 6.949890217082465953e-03 1.163239931574705224e+03
1026 7.291814522205747155e-03 1.222851017444555737e+03
1027 7.114611767377824331e-03 1.195459578837637764e+03
1028 7.128990273893158133e-03 1.200208348302328432e+03
1029 7.193504843276882221e-03 1.213425930559770904e+03
1030 7.091740733173617327e-03 1.198585091573491354e+03
1031 7.204401455136011378e-03 1.219990361305124679e+03
1032 6.968704104641268784e-03 1.182366659549026735e+03
1033 7.306543507844484760e-03 1.242089717737303772e+03
1034 7.362929150969728734e-03 1.254098480761403835e+03
1035 7.282300036932631664e-03 1.242764403061429448e+03
1036 7.015907912315168769e-03 1.199616756590105297e+03
1037 7.140589554825463488e-03 1.223292496493573708e+03
1038 7.216983387545078225e-03 1.238764463762126297e+03
1039 7.344978373887898343e-03 1.263163418500377020e+03
1040 7.490051251687611031e-03 1.290592062892233798e+03
1041 7.057632432702034241e-03 1.218421675215857931e+03
1042 6.728570652185759081e-03 1.163844546787991931e+03
1043 6.793479391974097115e-03 1.177327263232668884e+03
1044 7.085486639898642969e-03 1.230287479435576643e+03
1045 6.860993906311203296e-03 1.193589913797720556e+03
1046 7.159899811024382152e-03 1.247973728847556004e+03
1047 6.876447100645320144e-03 1.200859511694491630e+03
1048 7.082411724293738962e-03 1.239190492285639948e+03
1049 7.193627849753321708e-03 1.261051681231964722e+03
1050 7.507787292751455163e-03 1.318633505436904215e+03
1051 7.264847960991365969e-03 1.278395158676551773e+03
1052 7.700211287910888047e-03 1.357584543257719588e+03
1053 7.029982575867854862e-03 1.241776287053384976e+03
1054 7.303389486510060945e-03 1.292521167254899410e+03
1055 6.863387133258330892e-03 1.216956362672162186e+03
1056 7.120534583532490101e-03 1.264944984000474506e+03
1057 7.081632503562402745e-03 1.260416768144588332e+03
1058 7.542859615767779496e-03 1.345048004037200599e+03
1059 7.582874175368147819e-03 1.354739540642115344e+03
1060 7.524107524652551802e-03 1.346779118388633606e+03
1061 7.155666426718033067e-03 1.283246591249985613e+03
1062 7.234916533915441463e-03 1.299904472864037416e+03
1063 6.991574601335451451e-03 1.258548684766909446e+03
1064 6.789961113514878660e-03 1.224556010881728071e+03
1065 7.315264449273344363e-03 1.321773299782476670e+03
1066 7.355080372212028511e-03 1.331463233714083572e+03
1067 7.352699913064758216e-03 1.333529554278501564e+03
1068 7.090460555266556511e-03 1.288378695916123888e+03
1069 7.215844921172400415e-03 1.313617137274846982e+03
1070 7.171594388589063590e-03 1.308004080685075678e+03
