Omega_m,H0,Chi_sq,Type
0.2874986811317651,70.17199539387961,1035.862430223518,1.0
0.2878578718103309,70.10932593728438,1035.7552682806204,1.0
0.2854702323122943,70.1624755932867,1035.6905110316488,1.0
0.2745545586993691,70.27268512182262,1036.3869939874967,2.0
0.28102831723093014,70.1345346006374,1036.1103845190682,1.0
0.2840857344454569,70.18082073311776,1035.6853764717885,1.0
0.2834908859953615,70.18683636923414,1035.6890869296692,2.0
0.28236749166980907,70.15964812308972,1035.7804699861374,2.0
0.282697936627035,70.08242337030045,1036.356306285725,2.0
0.2858637341225657,70.11374689121592,1035.7517481171355,1.0
0.29952203393594007,70.23517195132024,1041.338843253138,2.0
0.3003165248875216,70.03221850333966,1037.6304041904446,1.0
0.29976379327942054,70.05319909934532,1037.6604068751299,2.0
0.2988357785590542,70.10703272374867,1038.0328365053447,2.0
0.30970326608336257,70.03530380014453,1042.15055074565,2.0
0.30740175553973254,70.07912215038033,1041.7942576030237,1.0
0.3040308119558651,70.13002658653227,1041.0562440179426,1.0
0.30973580221227176,69.87710230042411,1039.7727698359124,1.0
0.314016937269069,69.71682887860693,1041.1310984223585,2.0
0.3060490424142515,69.67587702745256,1040.705545565476,1.0
0.3097713691027644,69.72760741557238,1040.1007859606127,1.0
0.3168791709988975,69.91807064179581,1044.1484893964534,2.0
0.31815088255738394,69.80544398849742,1043.0868840693654,1.0
0.31710594660193764,69.84810890607757,1043.0367090690224,1.0
0.31383316028693414,69.58028200685003,1042.9036426221248,1.0
0.3144687354052564,69.64794951322799,1041.8503967965755,1.0
0.31191623616427255,69.6307541917214,1041.7625770976515,1.0
0.3071072560241955,69.59568223235935,1042.694156247611,2.0
0.3052251601729099,69.62070336833666,1042.206685039021,1.0
0.3062177829031494,69.74796793051993,1039.4211677201565,1.0
0.3012868239966465,69.73509124751659,1039.7019563472313,2.0
0.29951488278644395,69.77960856993472,1038.9139465027822,1.0
0.29513342598605125,70.10961145297271,1036.844244468205,1.0
0.2962702305785464,70.00889838660731,1036.5490817852303,1.0
0.3000923929345364,69.81779049317427,1038.208016090914,2.0
0.3005302785319832,69.84507429008845,1037.8537454379461,1.0
0.29954385355283186,70.04680699511384,1037.5221144371992,1.0
0.29184998552028535,70.02607224062224,1036.1014604574132,1.0
0.2899815270570314,69.95898237362846,1036.832307244,2.0
0.2852849911873575,70.09708784609033,1035.869401083683,1.0
0.2876774094408407,69.96284630945685,1037.159122535035,2.0
0.2835052012330861,70.21679688656158,1035.763701257922,1.0
0.2955150161763355,70.05802238577506,1036.5479145711408,2.0
0.2908611287860413,70.16714586765984,1036.3780825861236,1.0
0.2907208843095534,70.11322463502471,1035.9846093759134,1.0
0.29139196485542385,69.98965800309861,1036.346440680556,2.0
0.2905444406197597,69.92714497352088,1037.2609621122488,2.0
0.28457660220282127,69.98353296438273,1037.5166165146088,2.0
0.2877839297396856,69.98410366781111,1036.787038781006,1.0
0.2915292656107703,70.18906132226888,1036.7983075990874,2.0
0.290254247219703,70.07260337762084,1035.8979665428405,1.0
0.2841306847911471,69.94481299015376,1038.5426983856255,2.0
0.2867903112480676,70.07823244458456,1035.8860980295715,1.0
0.28152315549344703,70.23257526927596,1035.774523407566,1.0
0.27799326024378973,70.33867793280322,1036.3375406110122,2.0
0.2833923049085142,70.03628353096138,1036.8603974983398,2.0
0.28413685415251944,70.2372077831769,1035.9266689730698,1.0
0.280523741201443,70.1341511137626,1036.2036105926754,2.0
0.28451786799589557,70.38225850187442,1038.2963424116188,2.0
0.28208411112453546,70.35127970780395,1037.0060727126718,1.0
